chart,base,secret_identity,secret_name,namespace,secret_type,source,role,disposition,related_dependency,evidence,notes
bitnami/rabbitmq@16.0.14,existing-secret,v1|Secret|rabbitmq|rabbitmq-auth,rabbitmq-auth,rabbitmq,target-fact,target-fact,user-credential-material,staged,required keys: rabbitmq-password,recipes/bitnami/rabbitmq/16.0.14/variants/existing-secret/variant.yaml,RabbitMQ administrator password
bitnami/rabbitmq@16.0.14,existing-secret,v1|Secret|rabbitmq|rabbitmq-config,rabbitmq-config,rabbitmq,Opaque,rendered-object,user-credential-material,delivered,-,recipes/bitnami/rabbitmq/16.0.14/revisions/existing-secret/r001/rendered/release-objects.yaml,User or application credential material; production use needs a target-scoped Secret policy. The installer package records separated Secret handling for this base. Scan evidence: recipes/bitnami/rabbitmq/16.0.14/revisions/existing-secret/r001/receipts/scan-receipt.yaml.
bitnami/rabbitmq@16.0.14,existing-secret,v1|Secret|rabbitmq|rabbitmq-erlang-cookie,rabbitmq-erlang-cookie,rabbitmq,target-fact,target-fact,user-credential-material,staged,required keys: rabbitmq-erlang-cookie,recipes/bitnami/rabbitmq/16.0.14/variants/existing-secret/variant.yaml,RabbitMQ Erlang cookie for node clustering
bitnami/rabbitmq@16.0.14,generated-passwords,v1|Secret|rabbitmq|rabbitmq-config,rabbitmq-config,rabbitmq,Opaque,rendered-object,user-credential-material,delivered,-,recipes/bitnami/rabbitmq/16.0.14/revisions/generated-passwords/r001/rendered/release-objects.yaml,User or application credential material; production use needs a target-scoped Secret policy. The installer package records separated Secret handling for this base. Scan evidence: recipes/bitnami/rabbitmq/16.0.14/revisions/generated-passwords/r001/receipts/scan-receipt.yaml.
bitnami/rabbitmq@16.0.14,generated-passwords,v1|Secret|rabbitmq|rabbitmq,rabbitmq,rabbitmq,Opaque,rendered-object,user-credential-material,delivered,-,recipes/bitnami/rabbitmq/16.0.14/revisions/generated-passwords/r001/rendered/release-objects.yaml,User or application credential material; production use needs a target-scoped Secret policy. The installer package records separated Secret handling for this base. Scan evidence: recipes/bitnami/rabbitmq/16.0.14/revisions/generated-passwords/r001/receipts/scan-receipt.yaml.
bitnami/redis@25.5.3,default,v1|Secret|redis|redis,redis,redis,Opaque,rendered-object,user-credential-material,delivered,-,recipes/bitnami/redis/25.5.3/revisions/default/r001/rendered/release-objects.yaml,User or application credential material; production use needs a target-scoped Secret policy. The installer package records separated Secret handling for this base. Scan evidence: recipes/bitnami/redis/25.5.3/revisions/default/r001/receipts/scan-receipt.yaml.
bitnami/redis@25.5.3,reuse-existing-secret,v1|Secret|redis|redis-existing-secret,redis-existing-secret,redis,target-fact,target-fact,user-credential-material,staged,required keys: redis-password,recipes/bitnami/redis/25.5.3/variants/reuse-existing-secret/variant.yaml,Redis authentication password
bitnami/spark@10.0.3,default,v1|Secret|default|spark-secret,spark-secret,default,Opaque,rendered-object,user-credential-material,delivered,-,recipes/bitnami/spark/10.0.3/revisions/default/r001/rendered/release-objects.yaml,User or application credential material; production use needs a target-scoped Secret policy. The installer package records separated Secret handling for this base. Scan evidence: recipes/bitnami/spark/10.0.3/revisions/default/r001/receipts/scan-receipt.yaml.
bitnami/spark@10.0.3,ha,v1|Secret|default|spark-secret,spark-secret,default,Opaque,rendered-object,user-credential-material,delivered,-,recipes/bitnami/spark/10.0.3/revisions/ha/r001/rendered/release-objects.yaml,User or application credential material; production use needs a target-scoped Secret policy. Scan evidence: recipes/bitnami/spark/10.0.3/revisions/ha/r001/receipts/scan-receipt.yaml.
bitnami/spark@10.0.3,legacy,v1|Secret|default|spark-secret,spark-secret,default,Opaque,rendered-object,user-credential-material,delivered,-,recipes/bitnami/spark/10.0.3/revisions/legacy/r001/rendered/release-objects.yaml,User or application credential material; production use needs a target-scoped Secret policy. The installer package records separated Secret handling for this base. Scan evidence: recipes/bitnami/spark/10.0.3/revisions/legacy/r001/receipts/scan-receipt.yaml.
cloudnative-pg/cloudnative-pg@0.28.2,no-crds,v1|Secret|default|cnpg-webhook-cert,cnpg-webhook-cert,default,target-fact,target-fact,kubernetes-lifecycle-state,staged,required keys: tls.crt;tls.key,recipes/cloudnative-pg/cloudnative-pg/0.28.2/variants/no-crds/variant.yaml,CloudNativePG admission webhook TLS material required before the no-crds operator pod can become ready
crossplane-stable/crossplane@2.3.1,default,v1|Secret|default|crossplane-root-ca,crossplane-root-ca,default,Opaque,rendered-object,kubernetes-lifecycle-state,needs-lane-support,-,recipes/crossplane-stable/crossplane/2.3.1/revisions/default/r001/rendered/release-objects.yaml,"Kubernetes lifecycle Secret such as webhook or serving certificate material; do not confuse this with user credentials. The installer package records separated Secret handling for this base. Add staged Secret, controller observation, or an explicit refusal before claiming live lifecycle support. Scan evidence: recipes/crossplane-stable/crossplane/2.3.1/revisions/default/r001/receipts/scan-receipt.yaml."
crossplane-stable/crossplane@2.3.1,default,v1|Secret|default|crossplane-tls-client,crossplane-tls-client,default,Opaque,rendered-object,kubernetes-lifecycle-state,needs-lane-support,-,recipes/crossplane-stable/crossplane/2.3.1/revisions/default/r001/rendered/release-objects.yaml,"Kubernetes lifecycle Secret such as webhook or serving certificate material; do not confuse this with user credentials. The installer package records separated Secret handling for this base. Add staged Secret, controller observation, or an explicit refusal before claiming live lifecycle support. Scan evidence: recipes/crossplane-stable/crossplane/2.3.1/revisions/default/r001/receipts/scan-receipt.yaml."
crossplane-stable/crossplane@2.3.1,default,v1|Secret|default|crossplane-tls-server,crossplane-tls-server,default,Opaque,rendered-object,kubernetes-lifecycle-state,needs-lane-support,-,recipes/crossplane-stable/crossplane/2.3.1/revisions/default/r001/rendered/release-objects.yaml,"Kubernetes lifecycle Secret such as webhook or serving certificate material; do not confuse this with user credentials. The installer package records separated Secret handling for this base. Add staged Secret, controller observation, or an explicit refusal before claiming live lifecycle support. Scan evidence: recipes/crossplane-stable/crossplane/2.3.1/revisions/default/r001/receipts/scan-receipt.yaml."
dex/dex@0.24.0,default,v1|Secret|default|dex,dex,default,Opaque,rendered-object,secret-material-review,delivered,-,recipes/dex/dex/0.24.0/revisions/default/r001/rendered/release-objects.yaml,Rendered Secret needs review before stronger production claims. The installer package records separated Secret handling for this base. Scan evidence: recipes/dex/dex/0.24.0/revisions/default/r001/receipts/scan-receipt.yaml.
elastic/eck-operator@3.4.0,default,v1|Secret|default|elastic-operator-webhook-cert,elastic-operator-webhook-cert,default,Opaque,rendered-object,kubernetes-lifecycle-state,needs-lane-support,-,recipes/elastic/eck-operator/3.4.0/revisions/default/r001/rendered/release-objects.yaml,"Kubernetes lifecycle Secret such as webhook or serving certificate material; do not confuse this with user credentials. The installer package records separated Secret handling for this base. Add staged Secret, controller observation, or an explicit refusal before claiming live lifecycle support. Scan evidence: recipes/elastic/eck-operator/3.4.0/revisions/default/r001/receipts/scan-receipt.yaml."
elastic/eck-operator@3.4.0,ha,v1|Secret|default|elastic-operator-webhook-cert,elastic-operator-webhook-cert,default,Opaque,rendered-object,kubernetes-lifecycle-state,needs-lane-support,-,recipes/elastic/eck-operator/3.4.0/revisions/ha/r001/rendered/release-objects.yaml,"Kubernetes lifecycle Secret such as webhook or serving certificate material; do not confuse this with user credentials. Add staged Secret, controller observation, or an explicit refusal before claiming live lifecycle support. Scan evidence: recipes/elastic/eck-operator/3.4.0/revisions/ha/r001/receipts/scan-receipt.yaml."
elastic/eck-operator@3.4.0,no-crds,v1|Secret|default|elastic-operator-webhook-cert,elastic-operator-webhook-cert,default,Opaque,rendered-object,kubernetes-lifecycle-state,needs-lane-support,-,recipes/elastic/eck-operator/3.4.0/revisions/no-crds/r001/rendered/release-objects.yaml,"Kubernetes lifecycle Secret such as webhook or serving certificate material; do not confuse this with user credentials. Add staged Secret, controller observation, or an explicit refusal before claiming live lifecycle support. Scan evidence: recipes/elastic/eck-operator/3.4.0/revisions/no-crds/r001/receipts/scan-receipt.yaml."
external-secrets/external-secrets@2.5.0,default,v1|Secret|external-secrets|external-secrets-webhook,external-secrets-webhook,external-secrets,Opaque,rendered-object,kubernetes-lifecycle-state,observed,-,runs/lifecycle-observations/cert-manager-eso/external-secrets-external-secrets-default/receipt.yaml,Kubernetes lifecycle Secret such as webhook or serving certificate material; do not confuse this with user credentials. The installer package records separated Secret handling for this base. Scan evidence: recipes/external-secrets/external-secrets/2.5.0/revisions/default/r001/receipts/scan-receipt.yaml.
external-secrets/external-secrets@2.5.0,default,v1|Secret|external-secrets|external-secrets-webhook,external-secrets-webhook,external-secrets,target-fact,target-fact,kubernetes-lifecycle-state,staged,required Secret exists,recipes/external-secrets/external-secrets/2.5.0/variants/default/variant.yaml,Rendered webhook Secret separated by installer and populated by the cert-controller after apply
external-secrets/external-secrets@2.5.0,no-crds,v1|Secret|external-secrets|external-secrets-webhook,external-secrets-webhook,external-secrets,Opaque,rendered-object,kubernetes-lifecycle-state,observed,-,runs/lifecycle-observations/cert-manager-eso/external-secrets-external-secrets-no-crds/receipt.yaml,Kubernetes lifecycle Secret such as webhook or serving certificate material; do not confuse this with user credentials. The installer package records separated Secret handling for this base. Scan evidence: recipes/external-secrets/external-secrets/2.5.0/revisions/no-crds/r001/receipts/scan-receipt.yaml.
external-secrets/external-secrets@2.5.0,no-crds,v1|Secret|external-secrets|external-secrets-webhook,external-secrets-webhook,external-secrets,target-fact,target-fact,kubernetes-lifecycle-state,staged,required Secret exists,recipes/external-secrets/external-secrets/2.5.0/variants/no-crds/variant.yaml,Rendered webhook Secret separated by installer and populated by the cert-controller after apply
fairwinds-stable/vpa@4.11.0,default,v1|Secret|default|vpa-tls-secret,vpa-tls-secret,default,target-fact,target-fact,kubernetes-lifecycle-state,staged,required keys: ca;cert;key,recipes/fairwinds-stable/vpa/4.11.0/variants/default/variant.yaml,VPA admission controller webhook TLS material normally created by Helm hook lifecycle
fairwinds-stable/vpa@4.11.0,no-crds,v1|Secret|default|vpa-tls-secret,vpa-tls-secret,default,target-fact,target-fact,kubernetes-lifecycle-state,staged,required keys: ca;cert;key,recipes/fairwinds-stable/vpa/4.11.0/variants/no-crds/variant.yaml,VPA admission controller webhook TLS material normally created by Helm hook lifecycle
falcosecurity/falcosidekick@0.13.1,default,v1|Secret|default|falcosidekick,falcosidekick,default,Opaque,rendered-object,secret-material-review,delivered,-,recipes/falcosecurity/falcosidekick/0.13.1/revisions/default/r001/rendered/release-objects.yaml,Rendered Secret needs review before stronger production claims. The installer package records separated Secret handling for this base. Scan evidence: recipes/falcosecurity/falcosidekick/0.13.1/revisions/default/r001/receipts/scan-receipt.yaml.
gatekeeper/gatekeeper@3.22.2,default,v1|Secret|default|gatekeeper-webhook-server-cert,gatekeeper-webhook-server-cert,default,Opaque,rendered-object,kubernetes-lifecycle-state,observed,-,data/hook-lifecycle/receipts/gatekeeper-gatekeeper/default/latest.yaml,Kubernetes lifecycle Secret such as webhook or serving certificate material; do not confuse this with user credentials. The installer package records separated Secret handling for this base. Scan evidence: recipes/gatekeeper/gatekeeper/3.22.2/revisions/default/r001/receipts/scan-receipt.yaml.
gatekeeper/gatekeeper@3.22.2,no-crds,v1|Secret|default|gatekeeper-webhook-server-cert,gatekeeper-webhook-server-cert,default,Opaque,rendered-object,kubernetes-lifecycle-state,needs-lane-support,-,recipes/gatekeeper/gatekeeper/3.22.2/revisions/no-crds/r001/rendered/release-objects.yaml,"Kubernetes lifecycle Secret such as webhook or serving certificate material; do not confuse this with user credentials. Add staged Secret, controller observation, or an explicit refusal before claiming live lifecycle support. Scan evidence: recipes/gatekeeper/gatekeeper/3.22.2/revisions/no-crds/r001/receipts/scan-receipt.yaml."
grafana/grafana@10.5.15,existing-secret-ingress,v1|Secret|grafana|grafana-admin,grafana-admin,grafana,target-fact,target-fact,user-credential-material,staged,required keys: admin-user;admin-password,recipes/grafana/grafana/10.5.15/variants/existing-secret-ingress/variant.yaml,Grafana administrator username and password
grafana/grafana@10.5.15,generated-passwords,v1|Secret|grafana|grafana,grafana,grafana,Opaque,rendered-object,user-credential-material,delivered,-,recipes/grafana/grafana/10.5.15/revisions/generated-passwords/r001/rendered/release-objects.yaml,User or application credential material; production use needs a target-scoped Secret policy. The installer package records separated Secret handling for this base. Scan evidence: recipes/grafana/grafana/10.5.15/revisions/generated-passwords/r001/receipts/scan-receipt.yaml.
grafana/loki@7.0.0,simple-scalable-minio,v1|Secret||loki-minio,loki-minio,,Opaque,rendered-object,user-credential-material,delivered,-,recipes/grafana/loki/7.0.0/revisions/simple-scalable-minio/r001/rendered/release-objects.yaml,User or application credential material; production use needs a target-scoped Secret policy. The installer package records separated Secret handling for this base. Scan evidence: recipes/grafana/loki/7.0.0/revisions/simple-scalable-minio/r001/receipts/scan-receipt.yaml.
grafana/promtail@6.17.1,default,v1|Secret|default|promtail,promtail,default,Opaque,rendered-object,secret-material-review,delivered,-,recipes/grafana/promtail/6.17.1/revisions/default/r001/rendered/release-objects.yaml,Rendered Secret needs review before stronger production claims. The installer package records separated Secret handling for this base. Scan evidence: recipes/grafana/promtail/6.17.1/revisions/default/r001/receipts/scan-receipt.yaml.
grafana/tempo@1.24.4,s3-query-observability,v1|Secret|tempo|tempo-s3-credentials,tempo-s3-credentials,tempo,target-fact,target-fact,user-credential-material,staged,required keys: access_key;secret_key,recipes/grafana/tempo/1.24.4/variants/s3-query-observability/variant.yaml,S3 access credentials referenced by Tempo environment variables
hashicorp/consul@2.0.0,secure-mesh-existing-secrets,v1|Secret|consul|consul-bootstrap-acl-token,consul-bootstrap-acl-token,consul,target-fact,target-fact,user-credential-material,staged,required keys: token,recipes/hashicorp/consul/2.0.0/variants/secure-mesh-existing-secrets/variant.yaml,Consul ACL bootstrap token
hashicorp/consul@2.0.0,secure-mesh-existing-secrets,v1|Secret|consul|consul-ca-cert,consul-ca-cert,consul,target-fact,target-fact,user-credential-material,staged,required keys: tls.crt,recipes/hashicorp/consul/2.0.0/variants/secure-mesh-existing-secrets/variant.yaml,Consul TLS CA certificate; must sign consul-server-cert
hashicorp/consul@2.0.0,secure-mesh-existing-secrets,v1|Secret|consul|consul-consul-auth-method,consul-consul-auth-method,consul,kubernetes.io/service-account-token,rendered-object,kubernetes-lifecycle-state,needs-lane-support,ServiceAccount consul-consul-auth-method,recipes/hashicorp/consul/2.0.0/revisions/secure-mesh-existing-secrets/r001/rendered/release-objects.yaml,"Kubernetes lifecycle Secret such as webhook or serving certificate material; do not confuse this with user credentials. The installer package records separated Secret handling for this base. Add staged Secret, controller observation, or an explicit refusal before claiming live lifecycle support. Scan evidence: recipes/hashicorp/consul/2.0.0/revisions/secure-mesh-existing-secrets/r001/receipts/scan-receipt.yaml."
hashicorp/consul@2.0.0,secure-mesh-existing-secrets,v1|Secret|consul|consul-gossip-encryption-key,consul-gossip-encryption-key,consul,target-fact,target-fact,user-credential-material,staged,required keys: key,recipes/hashicorp/consul/2.0.0/variants/secure-mesh-existing-secrets/variant.yaml,Consul gossip encryption key
hashicorp/consul@2.0.0,secure-mesh-existing-secrets,v1|Secret|consul|consul-server-cert,consul-server-cert,consul,target-fact,target-fact,user-credential-material,staged,required keys: tls.crt;tls.key,recipes/hashicorp/consul/2.0.0/variants/secure-mesh-existing-secrets/variant.yaml,Consul server TLS certificate and private key; certificate SANs must cover server.dc1.consul and rendered consul-consul-server service DNS names
ingress-nginx/ingress-nginx@4.15.1,default,v1|Secret|ingress-nginx|ingress-nginx-admission,ingress-nginx-admission,ingress-nginx,target-fact,target-fact,kubernetes-lifecycle-state,staged,required keys: cert;key;ca,recipes/ingress-nginx/ingress-nginx/4.15.1/variants/default/variant.yaml,admission webhook certificate normally created by Helm hook jobs
jetstack/trust-manager@v0.22.1,default,v1|Secret|default|trust-manager-tls,trust-manager-tls,default,target-fact,target-fact,kubernetes-lifecycle-state,staged,required keys: tls.crt;tls.key,recipes/jetstack/trust-manager/v0.22.1/variants/default/variant.yaml,trust-manager admission webhook TLS material normally produced by the rendered cert-manager Certificate lifecycle
jetstack/trust-manager@v0.22.1,no-crds,v1|Secret|default|trust-manager-tls,trust-manager-tls,default,target-fact,target-fact,kubernetes-lifecycle-state,staged,required keys: tls.crt;tls.key,recipes/jetstack/trust-manager/v0.22.1/variants/no-crds/variant.yaml,trust-manager admission webhook TLS material normally produced by the rendered cert-manager Certificate lifecycle
metrics-server/metrics-server@3.13.0,external-tls-ca,v1|Secret|kube-system|metrics-server-tls,metrics-server-tls,kube-system,target-fact,target-fact,user-credential-material,staged,required keys: tls.crt;tls.key,recipes/metrics-server/metrics-server/3.13.0/variants/external-tls-ca/variant.yaml,metrics-server serving certificate
minio-operator/tenant@7.1.1,default,v1|Secret||myminio-env-configuration,myminio-env-configuration,,Opaque,rendered-object,secret-material-review,delivered,-,recipes/minio-operator/tenant/7.1.1/revisions/default/r001/rendered/release-objects.yaml,Rendered Secret needs review before stronger production claims. The installer package records separated Secret handling for this base. Scan evidence: recipes/minio-operator/tenant/7.1.1/revisions/default/r001/receipts/scan-receipt.yaml.
nats/nats@2.14.0,default,v1|Secret||nats-box-contexts,nats-box-contexts,,Opaque,rendered-object,secret-material-review,delivered,-,recipes/nats/nats/2.14.0/revisions/default/r001/rendered/release-objects.yaml,Rendered Secret needs review before stronger production claims. The installer package records separated Secret handling for this base. Scan evidence: recipes/nats/nats/2.14.0/revisions/default/r001/receipts/scan-receipt.yaml.
nats/nats@2.14.0,ha,v1|Secret||nats-box-contexts,nats-box-contexts,,Opaque,rendered-object,secret-material-review,delivered,-,recipes/nats/nats/2.14.0/revisions/ha/r001/rendered/release-objects.yaml,Rendered Secret needs review before stronger production claims. Scan evidence: recipes/nats/nats/2.14.0/revisions/ha/r001/receipts/scan-receipt.yaml.
open-telemetry/opentelemetry-operator@0.114.0,default,v1|Secret|default|opentelemetry-operator-controller-manager-service-cert,opentelemetry-operator-controller-manager-service-cert,default,target-fact,target-fact,kubernetes-lifecycle-state,staged,required keys: tls.crt;tls.key,recipes/open-telemetry/opentelemetry-operator/0.114.0/variants/default/variant.yaml,Webhook serving certificate Secret mounted by the operator Deployment
open-telemetry/opentelemetry-operator@0.114.0,no-crds,v1|Secret|default|opentelemetry-operator-controller-manager-service-cert,opentelemetry-operator-controller-manager-service-cert,default,target-fact,target-fact,kubernetes-lifecycle-state,staged,required keys: tls.crt;tls.key,recipes/open-telemetry/opentelemetry-operator/0.114.0/variants/no-crds/variant.yaml,Webhook serving certificate Secret mounted by the operator Deployment
prometheus-community/kube-prometheus-stack@85.3.3,default,v1|Secret|monitoring|alertmanager-kube-prometheus-stack-alertmanager,alertmanager-kube-prometheus-stack-alertmanager,monitoring,Opaque,rendered-object,secret-material-review,observed,-,data/hook-lifecycle/receipts/prometheus-community-kube-prometheus-stack/default/latest.yaml,Rendered Secret needs review before stronger production claims. The installer package records separated Secret handling for this base. Scan evidence: recipes/prometheus-community/kube-prometheus-stack/85.3.3/revisions/default/r001/receipts/scan-receipt.yaml.
prometheus-community/kube-prometheus-stack@85.3.3,default,v1|Secret|monitoring|kube-prometheus-stack-admission,kube-prometheus-stack-admission,monitoring,target-fact,target-fact,kubernetes-lifecycle-state,staged,required keys: cert;key,recipes/prometheus-community/kube-prometheus-stack/85.3.3/variants/default/variant.yaml,Prometheus Operator admission webhook TLS material normally created by Helm hook lifecycle
prometheus-community/kube-prometheus-stack@85.3.3,default,v1|Secret|monitoring|kube-prometheus-stack-grafana,kube-prometheus-stack-grafana,monitoring,Opaque,rendered-object,user-credential-material,observed,-,data/hook-lifecycle/receipts/prometheus-community-kube-prometheus-stack/default/latest.yaml,User or application credential material; production use needs a target-scoped Secret policy. The installer package records separated Secret handling for this base. Scan evidence: recipes/prometheus-community/kube-prometheus-stack/85.3.3/revisions/default/r001/receipts/scan-receipt.yaml.
prometheus-community/kube-prometheus-stack@85.3.3,no-crds,v1|Secret|monitoring|alertmanager-kube-prometheus-stack-alertmanager,alertmanager-kube-prometheus-stack-alertmanager,monitoring,Opaque,rendered-object,secret-material-review,delivered,-,recipes/prometheus-community/kube-prometheus-stack/85.3.3/revisions/no-crds/r001/rendered/release-objects.yaml,Rendered Secret needs review before stronger production claims. The installer package records separated Secret handling for this base. Scan evidence: recipes/prometheus-community/kube-prometheus-stack/85.3.3/revisions/no-crds/r001/receipts/scan-receipt.yaml.
