"persona","run_id","max_clicks","category","format","goal_code","goal","start_url","outcome","clicks","elapsed_ms","start_complete","start_matched_groups","first_click_accurate","matched_groups","total_groups","actionable","next_action_clear","disposition","evidence_url","evidence_title","evidence_excerpt","path"
"developer","developer-018","5","comprehension","mixed","D-C2","understand Catalog versus my own case","https://confighub.github.io/helm-expt/site/how-it-works.html","partial","5","201","no","1","no","1","2","yes","no","bookmark","https://confighub.github.io/helm-expt/site/how-it-works.html","Operate · Config Workshop","g Workshop Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Catalog Platforms and stacks Operate Why trust it Docs ConfigHub Catalog Find a configuration Is my configuration right? Try it: Redis in ten minutes Detaile","https://confighub.github.io/helm-expt/site/how-it-works.html -> https://confighub.github.io/helm-expt/site/charts/index.html -> https://confighub.github.io/helm-expt/site/d/docs/reference/how-the-catalog-is-built.html -> https://confighub.github.io/helm-expt/site/d/docs/reference/how-the-catalog-is-built.html#retained-versions -> https://confighub.github.io/helm-expt/site/d/docs/reference/how-the-catalog-is-built.html#the-matrix-taxonomy -> https://confighub.github.io/helm-expt/site/d/docs/reference/how-the-catalog-is-built.html#what-a-passing-verifier-means"
"developer","developer-019","5","comprehension","mixed","D-C2","understand Catalog versus my own case","https://confighub.github.io/helm-expt/site/docs.html","partial","5","208","no","1","no","1","2","yes","no","bookmark","https://confighub.github.io/helm-expt/site/docs.html","Docs · Config Workshop","g Workshop Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Catalog Platforms and stacks Operate Why trust it Docs ConfigHub Catalog Find a configuration Is my configuration right? Try it: Redis in ten minutes Detaile","https://confighub.github.io/helm-expt/site/docs.html -> https://confighub.github.io/helm-expt/site/d/data/helm-catalog-readmes/summary.html -> https://confighub.github.io/helm-expt/site/charts/index.html -> https://confighub.github.io/helm-expt/site/d/docs/reference/how-the-catalog-is-built.html -> https://confighub.github.io/helm-expt/site/d/docs/reference/how-the-catalog-is-built.html#retained-versions -> https://confighub.github.io/helm-expt/site/d/docs/reference/how-the-catalog-is-built.html#the-matrix-taxonomy"
"developer","developer-020","5","comprehension","mixed","D-C2","understand Catalog versus my own case","https://confighub.github.io/helm-expt/site/confighub.html","success","0","107","yes","2","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/confighub.html","Use ConfigHub · Config Workshop","g Workshop Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Catalog Platforms and stacks Operate Why trust it Docs ConfigHub Catalog Find a configuration Is my configuration right? Try it: Redis in ten minutes Detaile","https://confighub.github.io/helm-expt/site/confighub.html"
"developer","developer-021","5","comprehension","Helm","D-C3","understand cub installer","https://confighub.github.io/helm-expt/site/index.html","success","0","18","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/index.html","Config Workshop · Understand and test your configuration","with a receipt behind every run shown here. Underneath, the released cub installer does the packaging: it renders a catalog package and writes the files locally, and it does not apply anything to a cluster. See Deployment . Add --ou","https://confighub.github.io/helm-expt/site/index.html"
"developer","developer-022","5","comprehension","Helm","D-C3","understand cub installer","https://confighub.github.io/helm-expt/site/ai.html","partial","5","191","no","2","no","2","3","yes","no","bookmark","https://confighub.github.io/helm-expt/site/ai.html","AI with review and evidence · Config Workshop","ced. Compare them with the defaults and tell me what matters. A local render, normalized comparison, findings, and a reviewed result you can keep. Review a promotion Can I move this staging configuration to production? Current","https://confighub.github.io/helm-expt/site/ai.html -> https://confighub.github.io/helm-expt/site/try.html#install-cub -> https://confighub.github.io/helm-expt/site/try.html#render-package -> https://confighub.github.io/helm-expt/site/try.html#finished -> https://confighub.github.io/helm-expt/site/try.html -> https://confighub.github.io/helm-expt/site/try-aicr.html"
"developer","developer-023","5","comprehension","Helm","D-C3","understand cub installer","https://confighub.github.io/helm-expt/site/ask.html","partial","5","112","no","2","no","2","3","yes","no","bookmark","https://confighub.github.io/helm-expt/site/ask.html","Check my config · Config Workshop","the command line: render or extract the same objects with cub helm , cub installer , or the source tool named by the example. Run cub check on those files for the shared local configuration checks. The page gives you copyable comman","https://confighub.github.io/helm-expt/site/ask.html -> https://confighub.github.io/helm-expt/site/ask.html#ignored-values -> https://confighub.github.io/helm-expt/site/try.html#install-cub -> https://confighub.github.io/helm-expt/site/try.html#render-package -> https://confighub.github.io/helm-expt/site/try.html#finished -> https://confighub.github.io/helm-expt/site/try.html"
"developer","developer-024","5","comprehension","Helm","D-C3","understand cub installer","https://confighub.github.io/helm-expt/site/promote.html","partial","5","191","no","2","no","2","3","yes","no","bookmark","https://confighub.github.io/helm-expt/site/promote.html","Promote my config · Config Workshop","s to two. This comparison contains the chart's 13 Kubernetes objects; cub installer adds the explicit Namespace as the fourteenth deployable object. What changes What stays the same Before this reaches the destination Where the chang","https://confighub.github.io/helm-expt/site/promote.html -> https://confighub.github.io/helm-expt/site/try.html#install-cub -> https://confighub.github.io/helm-expt/site/try.html#render-package -> https://confighub.github.io/helm-expt/site/try.html#finished -> https://confighub.github.io/helm-expt/site/try.html -> https://confighub.github.io/helm-expt/site/try-aicr.html"
"developer","developer-025","5","comprehension","Helm","D-C3","understand cub installer","https://confighub.github.io/helm-expt/site/charts/index.html","partial","5","114","no","1","yes","2","3","yes","no","bookmark","https://confighub.github.io/helm-expt/site/how-it-works.html#setting-sources","Operate · Config Workshop",". They may have come from Helm, an AICR recipe for AI infrastructure, cub installer, OCI, or plain YAML. This is the third of the three things Config Workshop is : operating apps, platforms, and stacks correctly. You can stop with lo","https://confighub.github.io/helm-expt/site/charts/index.html -> https://confighub.github.io/helm-expt/site/how-it-works.html#setting-sources -> https://confighub.github.io/helm-expt/site/try.html#install-cub -> https://confighub.github.io/helm-expt/site/try.html#render-package -> https://confighub.github.io/helm-expt/site/try.html#finished -> https://confighub.github.io/helm-expt/site/try.html"
"developer","developer-026","5","comprehension","Helm","D-C3","understand cub installer","https://confighub.github.io/helm-expt/site/try.html","partial","5","185","no","2","no","2","3","yes","no","bookmark","https://confighub.github.io/helm-expt/site/try.html","Try it: Redis in ten minutes · Config Workshop","H=""$HOME/.confighub/bin:$PATH"" cub plugin install confighub/installer cub installer version kustomize version The plugin release contains the program for your operating system. You do not need Go. If cub is already installed, run cub","https://confighub.github.io/helm-expt/site/try.html -> https://confighub.github.io/helm-expt/site/try.html#render-package -> https://confighub.github.io/helm-expt/site/try.html#install-cub -> https://confighub.github.io/helm-expt/site/try.html#finished -> https://confighub.github.io/helm-expt/site/try-aicr.html -> https://confighub.github.io/helm-expt/site/try-aicr.html#install-oras"
"developer","developer-027","5","comprehension","Helm","D-C3","understand cub installer","https://confighub.github.io/helm-expt/site/testing.html","success","0","22","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/testing.html","Worked Examples · Config Workshop","ce a command saves or changes ConfigHub data. What this command does. cub installer is an open-source plugin for the cub CLI. cub installer setup pulls a catalog package and writes its Kubernetes files locally, leaving delivery to ku","https://confighub.github.io/helm-expt/site/testing.html"
"developer","developer-028","5","comprehension","Helm","D-C3","understand cub installer","https://confighub.github.io/helm-expt/site/how-it-works.html","partial","5","105","no","2","no","2","3","yes","no","bookmark","https://confighub.github.io/helm-expt/site/how-it-works.html","Operate · Config Workshop",". They may have come from Helm, an AICR recipe for AI infrastructure, cub installer, OCI, or plain YAML. This is the third of the three things Config Workshop is : operating apps, platforms, and stacks correctly. You can stop with lo","https://confighub.github.io/helm-expt/site/how-it-works.html -> https://confighub.github.io/helm-expt/site/try.html#install-cub -> https://confighub.github.io/helm-expt/site/try.html#render-package -> https://confighub.github.io/helm-expt/site/try.html#finished -> https://confighub.github.io/helm-expt/site/try.html -> https://confighub.github.io/helm-expt/site/try-aicr.html"
"developer","developer-029","5","comprehension","Helm","D-C3","understand cub installer","https://confighub.github.io/helm-expt/site/docs.html","partial","5","115","no","2","no","2","3","yes","no","bookmark","https://confighub.github.io/helm-expt/site/docs.html","Docs · Config Workshop","nt Config catalog demonstrations The maintained paths for Helm, AICR, cub installer, public OCI work, Kubara, and Sveltos, followed by variants, promotions, policy, and five ConfigHub Apps. Config catalog demonstrations Config catalo","https://confighub.github.io/helm-expt/site/docs.html -> https://confighub.github.io/helm-expt/site/try.html#install-cub -> https://confighub.github.io/helm-expt/site/try.html#render-package -> https://confighub.github.io/helm-expt/site/try.html#finished -> https://confighub.github.io/helm-expt/site/try.html -> https://confighub.github.io/helm-expt/site/try-aicr.html"
"developer","developer-030","5","comprehension","Helm","D-C3","understand cub installer","https://confighub.github.io/helm-expt/site/confighub.html","partial","5","115","no","1","yes","2","3","yes","no","bookmark","https://confighub.github.io/helm-expt/site/try.html#install-cub","Try it: Redis in ten minutes · Config Workshop","H=""$HOME/.confighub/bin:$PATH"" cub plugin install confighub/installer cub installer version kustomize version The plugin release contains the program for your operating system. You do not need Go. If cub is already installed, run cub","https://confighub.github.io/helm-expt/site/confighub.html -> https://confighub.github.io/helm-expt/site/try.html#install-cub -> https://confighub.github.io/helm-expt/site/try.html#render-package -> https://confighub.github.io/helm-expt/site/try.html#finished -> https://confighub.github.io/helm-expt/site/try.html -> https://confighub.github.io/helm-expt/site/try-aicr.html"
"developer","developer-031","5","comprehension","mixed","D-C4","understand what ConfigHub adds","https://confighub.github.io/helm-expt/site/index.html","success","0","17","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/index.html","Config Workshop · Understand and test your configuration","R CONFIG TOOLS Catalog Platforms and stacks Operate Why trust it Docs ConfigHub Helm first · AICR, Timoni, OCI and YAML examples See what your configuration will do Bring the configuration you or your AI just created. Config Work","https://confighub.github.io/helm-expt/site/index.html"
"developer","developer-032","5","comprehension","mixed","D-C4","understand what ConfigHub adds","https://confighub.github.io/helm-expt/site/ai.html","success","0","21","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/ai.html","AI with review and evidence · Config Workshop","R CONFIG TOOLS Catalog Platforms and stacks Operate Why trust it Docs ConfigHub Catalog Find a configuration Is my configuration right? Try it: Redis in ten minutes Detailed Redis walkthrough Run it with Flux, Argo CD, or kubectl","https://confighub.github.io/helm-expt/site/ai.html"
"developer","developer-033","5","comprehension","mixed","D-C4","understand what ConfigHub adds","https://confighub.github.io/helm-expt/site/ask.html","success","0","23","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/ask.html","Check my config · Config Workshop","R CONFIG TOOLS Catalog Platforms and stacks Operate Why trust it Docs ConfigHub Catalog Find a configuration Is my configuration right? Try it: Redis in ten minutes Detailed Redis walkthrough Run it with Flux, Argo CD, or kubectl","https://confighub.github.io/helm-expt/site/ask.html"
"developer","developer-034","5","comprehension","mixed","D-C4","understand what ConfigHub adds","https://confighub.github.io/helm-expt/site/promote.html","success","0","104","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/promote.html","Promote my config · Config Workshop","R CONFIG TOOLS Catalog Platforms and stacks Operate Why trust it Docs ConfigHub Catalog Find a configuration Is my configuration right? Try it: Redis in ten minutes Detailed Redis walkthrough Run it with Flux, Argo CD, or kubectl","https://confighub.github.io/helm-expt/site/promote.html"
"developer","developer-035","5","comprehension","mixed","D-C4","understand what ConfigHub adds","https://confighub.github.io/helm-expt/site/charts/index.html","success","0","24","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/charts/index.html","Component Catalog · Config Workshop","R CONFIG TOOLS Catalog Platforms and stacks Operate Why trust it Docs ConfigHub Catalog Find a configuration Is my configuration right? Try it: Redis in ten minutes Detailed Redis walkthrough Run it with Flux, Argo CD, or kubectl","https://confighub.github.io/helm-expt/site/charts/index.html"
"developer","developer-036","5","comprehension","mixed","D-C4","understand what ConfigHub adds","https://confighub.github.io/helm-expt/site/try.html","success","0","20","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/try.html","Try it: Redis in ten minutes · Config Workshop","R CONFIG TOOLS Catalog Platforms and stacks Operate Why trust it Docs ConfigHub Catalog Find a configuration Is my configuration right? Try it: Redis in ten minutes Detailed Redis walkthrough Run it with Flux, Argo CD, or kubectl","https://confighub.github.io/helm-expt/site/try.html"
"developer","developer-037","5","comprehension","mixed","D-C4","understand what ConfigHub adds","https://confighub.github.io/helm-expt/site/testing.html","success","0","21","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/testing.html","Worked Examples · Config Workshop","R CONFIG TOOLS Catalog Platforms and stacks Operate Why trust it Docs ConfigHub Catalog Find a configuration Is my configuration right? Try it: Redis in ten minutes Detailed Redis walkthrough Run it with Flux, Argo CD, or kubectl","https://confighub.github.io/helm-expt/site/testing.html"
"developer","developer-038","5","comprehension","mixed","D-C4","understand what ConfigHub adds","https://confighub.github.io/helm-expt/site/how-it-works.html","success","0","20","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/how-it-works.html","Operate · Config Workshop","R CONFIG TOOLS Catalog Platforms and stacks Operate Why trust it Docs ConfigHub Catalog Find a configuration Is my configuration right? Try it: Redis in ten minutes Detailed Redis walkthrough Run it with Flux, Argo CD, or kubectl","https://confighub.github.io/helm-expt/site/how-it-works.html"
"developer","developer-039","5","comprehension","mixed","D-C4","understand what ConfigHub adds","https://confighub.github.io/helm-expt/site/docs.html","success","0","22","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/docs.html","Docs · Config Workshop","R CONFIG TOOLS Catalog Platforms and stacks Operate Why trust it Docs ConfigHub Catalog Find a configuration Is my configuration right? Try it: Redis in ten minutes Detailed Redis walkthrough Run it with Flux, Argo CD, or kubectl","https://confighub.github.io/helm-expt/site/docs.html"
"developer","developer-040","5","comprehension","mixed","D-C4","understand what ConfigHub adds","https://confighub.github.io/helm-expt/site/confighub.html","success","0","20","yes","3","no","3","3","yes","yes","continue","https://confighub.github.io/helm-expt/site/confighub.html","Use ConfigHub · Config Workshop","Use ConfigHub · Config Workshop Config Workshop AN EXPERIMENTAL TEST SITE FOR CONFIG TOOLS Catalog Platforms and stacks Operate Why trust it Docs ConfigHub Catalog","https://confighub.github.io/helm-expt/site/confighub.html"
"developer","developer-041","5","navigation","Helm","D-N1","find a checked Redis configuration","https://confighub.github.io/helm-expt/site/index.html","success","0","18","yes","2","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/index.html","Config Workshop · Understand and test your configuration","rned release # free: what will this chart install? $ cub config check redis 14 objects: 3 ConfigMap, 1 NetworkPolicy, 2 PodDisruptionBudget, 1 Secret, 3 Service, 2 ServiceAccount, 2 StatefulSet # free: certify and render a wh","https://confighub.github.io/helm-expt/site/index.html"
"developer","developer-042","5","navigation","Helm","D-N1","find a checked Redis configuration","https://confighub.github.io/helm-expt/site/ai.html","success","0","18","yes","2","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/ai.html","AI with review and evidence · Config Workshop","igHub Catalog Find a configuration Is my configuration right? Try it: Redis in ten minutes Detailed Redis walkthrough Run it with Flux, Argo CD, or kubectl What charts hide Did a version change? Did a chart stop pulling? Why","https://confighub.github.io/helm-expt/site/ai.html"
"developer","developer-043","5","navigation","Helm","D-N1","find a checked Redis configuration","https://confighub.github.io/helm-expt/site/ask.html","success","0","19","yes","2","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/ask.html","Check my config · Config Workshop","igHub Catalog Find a configuration Is my configuration right? Try it: Redis in ten minutes Detailed Redis walkthrough Run it with Flux, Argo CD, or kubectl What charts hide Did a version change? Did a chart stop pulling? Why","https://confighub.github.io/helm-expt/site/ask.html"
"developer","developer-044","5","navigation","Helm","D-N1","find a checked Redis configuration","https://confighub.github.io/helm-expt/site/promote.html","success","0","22","yes","2","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/promote.html","Promote my config · Config Workshop","igHub Catalog Find a configuration Is my configuration right? Try it: Redis in ten minutes Detailed Redis walkthrough Run it with Flux, Argo CD, or kubectl What charts hide Did a version change? Did a chart stop pulling? Why","https://confighub.github.io/helm-expt/site/promote.html"
"developer","developer-045","5","navigation","Helm","D-N1","find a checked Redis configuration","https://confighub.github.io/helm-expt/site/charts/index.html","success","0","24","yes","2","no","2","2","yes","yes","continue","https://confighub.github.io/helm-expt/site/charts/index.html","Component Catalog · Config Workshop","igHub Catalog Find a configuration Is my configuration right? Try it: Redis in ten minutes Detailed Redis walkthrough Run it with Flux, Argo CD, or kubectl What charts hide Did a version change? Did a chart stop pulling? Why","https://confighub.github.io/helm-expt/site/charts/index.html"
