row_kind,catalog_layer,customization_layer,row_status,custom_discussion,candidate_source,candidate_state,candidate_inputs,candidate_required_before,parent_base,downstream_space,target_run_status,target_run_receipt,target_run_blockers,chart,version,variant,catalog_tier,adoption_bucket,quirk_features,hard_gap,strongest_evidence,next_action,hook_count,hook_disposition,hook_evidence_version,hook_live_status,lifecycle_route_contract,lifecycle_route_count,lifecycle_route_dispositions,lifecycle_route_execution_modes,lifecycle_route_safe_automatic,lifecycle_route_evidence_version,lifecycle_route_contract_path,lifecycle_route_json_path,render_intent_state,render_intent_next_action,render_intent_path,render_intent_lifecycle_state,render_intent_lifecycle_reason,render_intent_lifecycle_next_action,render_intent_target_state,render_intent_target_reason,render_intent_target_next_action,render_intent_target_requirement_count,render_intent_target_action_count,lane_render_parity,lane_confighub_scan_ops,lane_local_kind,lane_lifecycle_observed,lane_gitops_oci_live,lane_live_dual_parity,lane_two_cluster_kind,core_lanes_complete,outcome_level,production_decision,production_target_scope,variant_promotion,variant_promotion_status,variant_promotion_evidence,variant_promotion_reason,variant_promotion_next_action,active_proof_next_step,active_proof_readiness,active_proof_reason,active_proof_command,active_proof_support_artifact,recipe_path,recipe_catalog_path,variant_path,package_base_path,variant_revision_path,source_lock_path,source_repository_url,source_content_url,github_recipe_url,github_catalog_url,github_package_base_url,completion_action,completion_action_summary,completion_action_families,completion_deferred_cells,completion_owner_lanes
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,bitnami/mongodb,19.0.9,static-passwords,,,,,,,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/bitnami-mongodb-19-0-9-static-passwords.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",0,0,yes,yes,yes,n/a,yes,yes,todo,yes,live-parity,todo,,yes,proven,runs/cl-mongodb-19-0-9-static-passwords-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,,,,,,recipes/bitnami/mongodb/19.0.9,recipes/bitnami/mongodb/19.0.9/CATALOG.md,recipes/bitnami/mongodb/19.0.9/variants/static-passwords/variant.yaml,packages/bitnami/mongodb/19.0.9/bases/static-passwords,recipes/bitnami/mongodb/19.0.9/revisions/static-passwords/r001/variant-revision.yaml,recipes/bitnami/mongodb/19.0.9/source-lock.yaml,https://charts.bitnami.com/bitnami,,https://github.com/confighub/helm-expt/tree/main/recipes/bitnami/mongodb/19.0.9,https://github.com/confighub/helm-expt/blob/main/recipes/bitnami/mongodb/19.0.9/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/bitnami/mongodb/19.0.9/bases/static-passwords,-,,,0,
source,F1,F1 upstream chart source,real,no,,,,,,,,,,bitnami/mongodb,19.1.0,(source),,source-chart,,,source-lock,choose or create an F2 base before rendering or deploying,,,,n/a,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,source-lock,n/a,,n/a,not-applicable-source,,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,,,,,recipes/bitnami/mongodb/19.1.0,recipes/bitnami/mongodb/19.1.0/CATALOG.md,,,,recipes/bitnami/mongodb/19.1.0/source-lock.yaml,https://charts.bitnami.com/bitnami,,https://github.com/confighub/helm-expt/tree/main/recipes/bitnami/mongodb/19.1.0,https://github.com/confighub/helm-expt/blob/main/recipes/bitnami/mongodb/19.1.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/bitnami/mongodb/19.1.0/bases/existing-secret-replicaset,-,,,0,
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,bitnami/mongodb,19.1.0,existing-secret-replicaset,,,,,,,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/bitnami-mongodb-19-1-0-existing-secret-replicaset.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,attached,1 target prerequisite declared by this base.,,1,0,yes,yes,yes,n/a,watch,watch,yes,no,two-cluster-kind-parity,todo,,watch,proven-with-watch,runs/cl-mongodb-19-1-0-existing-secret-replicaset-confighub-proof/latest/variant-promotion-receipt.yaml,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,gitops-runtime-review,review-target-first,gitops-runtime: StatefulSet OutOfSync health Healthy (parity passed),npm run live-parity:run -- --recipe recipes/bitnami/mongodb/19.1.0 --base existing-secret-replicaset --repo-url oci://registry-1.docker.io/bitnamicharts,recipes/bitnami/mongodb/19.1.0/gitops-runtime-review.yaml,recipes/bitnami/mongodb/19.1.0,recipes/bitnami/mongodb/19.1.0/CATALOG.md,recipes/bitnami/mongodb/19.1.0/variants/existing-secret-replicaset/variant.yaml,packages/bitnami/mongodb/19.1.0/bases/existing-secret-replicaset,recipes/bitnami/mongodb/19.1.0/revisions/existing-secret-replicaset/r001/variant-revision.yaml,recipes/bitnami/mongodb/19.1.0/source-lock.yaml,https://charts.bitnami.com/bitnami,,https://github.com/confighub/helm-expt/tree/main/recipes/bitnami/mongodb/19.1.0,https://github.com/confighub/helm-expt/blob/main/recipes/bitnami/mongodb/19.1.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/bitnami/mongodb/19.1.0/bases/existing-secret-replicaset,run,deferred:2; run:1,CCP-01:promotion-rerun-after-server-fix; CCP-03:verified-watch,2,Codex-live:1; product-decision:2
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,bitnami/mongodb,19.1.0,static-passwords,,,,,,,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/bitnami-mongodb-19-1-0-static-passwords.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",0,0,yes,yes,yes,n/a,yes,yes,yes,yes,live-parity,todo,,watch,proven-with-watch,runs/cl-mongodb-19-1-0-static-passwords-confighub-proof/latest/variant-promotion-receipt.yaml,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,,,,,,recipes/bitnami/mongodb/19.1.0,recipes/bitnami/mongodb/19.1.0/CATALOG.md,recipes/bitnami/mongodb/19.1.0/variants/static-passwords/variant.yaml,packages/bitnami/mongodb/19.1.0/bases/static-passwords,recipes/bitnami/mongodb/19.1.0/revisions/static-passwords/r001/variant-revision.yaml,recipes/bitnami/mongodb/19.1.0/source-lock.yaml,https://charts.bitnami.com/bitnami,,https://github.com/confighub/helm-expt/tree/main/recipes/bitnami/mongodb/19.1.0,https://github.com/confighub/helm-expt/blob/main/recipes/bitnami/mongodb/19.1.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/bitnami/mongodb/19.1.0/bases/static-passwords,run,run:1,CCP-01:promotion-rerun-after-server-fix,0,Codex-live:1
source,F1,F1 upstream chart source,real,no,,,,,,,,,,bitnami/mysql,14.0.3,(source),top20-catalog-supported,source-chart,lookup;generated-facts;tpl;capabilities;stateful-storage,ha (curated proof lane - bespoke teaching needed),source-lock,choose or create an F2 base before rendering or deploying,,,,n/a,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,source-lock,n/a,,n/a,not-applicable-source,,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,,,,,recipes/bitnami/mysql/14.0.3,recipes/bitnami/mysql/14.0.3/CATALOG.md,,,,recipes/bitnami/mysql/14.0.3/source-lock.yaml,https://charts.bitnami.com/bitnami,,https://github.com/confighub/helm-expt/tree/main/recipes/bitnami/mysql/14.0.3,https://github.com/confighub/helm-expt/blob/main/recipes/bitnami/mysql/14.0.3/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/bitnami/mysql/14.0.3/bases/existing-secret,-,,,0,
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,bitnami/mysql,14.0.3,existing-secret,top20-catalog-supported,try-from-public-catalog,lookup;generated-facts;tpl;capabilities;stateful-storage,ha (curated proof lane - bespoke teaching needed),live-helm-vs-confighub-parity,image policy decision recorded for a target scope; create digest-pinned bases or overrides for stricter scopes,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/bitnami-mysql-14-0-3-existing-secret.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,attached,1 target prerequisite declared by this base.,,1,0,yes,yes,yes,n/a,yes,yes,yes,yes,live-parity,todo,,yes,proven,runs/mysql-existing-secret-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,,,,,,recipes/bitnami/mysql/14.0.3,recipes/bitnami/mysql/14.0.3/CATALOG.md,recipes/bitnami/mysql/14.0.3/variants/existing-secret/variant.yaml,packages/bitnami/mysql/14.0.3/bases/existing-secret,recipes/bitnami/mysql/14.0.3/revisions/existing-secret/r001/variant-revision.yaml,recipes/bitnami/mysql/14.0.3/source-lock.yaml,https://charts.bitnami.com/bitnami,,https://github.com/confighub/helm-expt/tree/main/recipes/bitnami/mysql/14.0.3,https://github.com/confighub/helm-expt/blob/main/recipes/bitnami/mysql/14.0.3/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/bitnami/mysql/14.0.3/bases/existing-secret,-,,,0,
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,bitnami/mysql,14.0.3,static-passwords,top20-catalog-supported,try-from-public-catalog,lookup;generated-facts;tpl;capabilities;stateful-storage,ha (curated proof lane - bespoke teaching needed),live-helm-vs-confighub-parity,image policy decision recorded for a target scope; create digest-pinned bases or overrides for stricter scopes,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/bitnami-mysql-14-0-3-static-passwords.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",0,0,yes,yes,yes,n/a,yes,yes,yes,yes,live-parity,yes,cub-lk-kind-vanilla; namespace=mysql; delivery=confighub-oci; controller=argo,watch,proven-with-watch,runs/mysql-confighub-proof/latest/variant-promotion-receipt.yaml,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,,,,,,recipes/bitnami/mysql/14.0.3,recipes/bitnami/mysql/14.0.3/CATALOG.md,recipes/bitnami/mysql/14.0.3/variants/static-passwords/variant.yaml,packages/bitnami/mysql/14.0.3/bases/static-passwords,recipes/bitnami/mysql/14.0.3/revisions/static-passwords/r001/variant-revision.yaml,recipes/bitnami/mysql/14.0.3/source-lock.yaml,https://charts.bitnami.com/bitnami,,https://github.com/confighub/helm-expt/tree/main/recipes/bitnami/mysql/14.0.3,https://github.com/confighub/helm-expt/blob/main/recipes/bitnami/mysql/14.0.3/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/bitnami/mysql/14.0.3/bases/static-passwords,run,run:1,CCP-01:promotion-rerun-after-server-fix,0,Codex-live:1
source,F1,F1 upstream chart source,real,no,,,,,,,,,,bitnami/nginx,24.0.2,(source),top20-catalog-supported,source-chart,lookup;generated-facts;tpl;capabilities,existing-secret (chart ships no Secret toggle),source-lock,choose or create an F2 base before rendering or deploying,,,,n/a,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,source-lock,n/a,,n/a,not-applicable-source,,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,,,,,recipes/bitnami/nginx/24.0.2,recipes/bitnami/nginx/24.0.2/CATALOG.md,,,,recipes/bitnami/nginx/24.0.2/source-lock.yaml,https://charts.bitnami.com/bitnami,,https://github.com/confighub/helm-expt/tree/main/recipes/bitnami/nginx/24.0.2,https://github.com/confighub/helm-expt/blob/main/recipes/bitnami/nginx/24.0.2/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/bitnami/nginx/24.0.2/bases/existing-tls-ingress,-,,,0,
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,bitnami/nginx,24.0.2,existing-tls-ingress,top20-catalog-supported,try-from-public-catalog,lookup;generated-facts;tpl;capabilities,existing-secret (chart ships no Secret toggle),live-helm-vs-confighub-parity,choose whether http-clusterip is in production scope; close or document its render-only live-readiness issue first,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/bitnami-nginx-24-0-2-existing-tls-ingress.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,attached,2 target prerequisites declared by this base.,,2,0,yes,yes,yes,n/a,yes,yes,todo,yes,live-parity,todo,,yes,proven,runs/nginx-existing-tls-ingress-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,,,,,,recipes/bitnami/nginx/24.0.2,recipes/bitnami/nginx/24.0.2/CATALOG.md,recipes/bitnami/nginx/24.0.2/variants/existing-tls-ingress/variant.yaml,packages/bitnami/nginx/24.0.2/bases/existing-tls-ingress,recipes/bitnami/nginx/24.0.2/revisions/existing-tls-ingress/r001/variant-revision.yaml,recipes/bitnami/nginx/24.0.2/source-lock.yaml,https://charts.bitnami.com/bitnami,,https://github.com/confighub/helm-expt/tree/main/recipes/bitnami/nginx/24.0.2,https://github.com/confighub/helm-expt/blob/main/recipes/bitnami/nginx/24.0.2/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/bitnami/nginx/24.0.2/bases/existing-tls-ingress,-,,,0,
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,bitnami/nginx,24.0.2,http-clusterip,top20-catalog-supported,try-from-public-catalog,lookup;generated-facts;tpl;capabilities,existing-secret (chart ships no Secret toggle),live-helm-vs-confighub-parity,choose whether http-clusterip is in production scope; close or document its render-only live-readiness issue first,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/bitnami-nginx-24-0-2-http-clusterip.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",0,0,yes,yes,yes,n/a,yes,yes,todo,yes,live-parity,yes,cub-lk-kind-vanilla; namespace=nginx; delivery=confighub-oci; controller=argo,yes,proven,runs/nginx-http-clusterip-confighub-proof/latest/variant-promotion-receipt.yaml,server-side promotion receipt passed,keep receipt fresh when the upstream base changes,,,,,,recipes/bitnami/nginx/24.0.2,recipes/bitnami/nginx/24.0.2/CATALOG.md,recipes/bitnami/nginx/24.0.2/variants/http-clusterip/variant.yaml,packages/bitnami/nginx/24.0.2/bases/http-clusterip,recipes/bitnami/nginx/24.0.2/revisions/http-clusterip/r001/variant-revision.yaml,recipes/bitnami/nginx/24.0.2/source-lock.yaml,https://charts.bitnami.com/bitnami,,https://github.com/confighub/helm-expt/tree/main/recipes/bitnami/nginx/24.0.2,https://github.com/confighub/helm-expt/blob/main/recipes/bitnami/nginx/24.0.2/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/bitnami/nginx/24.0.2/bases/http-clusterip,-,,,0,
derived,F4b,F4b target-bound derived variant,real,no,,,,,http-clusterip,NGINX-customer-acme-prod,pass,runs/derived-variant-target-bound/nginx-customer-acme-prod/receipt.yaml,,bitnami/nginx,24.0.2,customer-acme-prod,derived-variant,derived-target-variant,lookup;generated-facts;tpl;capabilities,,target-bound-derived-variant,keep the target-bound derived variant receipt fresh when the source base or target changes,,,,,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,yes,n/a,n/a,yes,n/a,n/a,yes,target-bound-derived,yes,helm-expt-derived-nginx-cust-0605-cluster/oci,n/a,not-applicable-derived-variant,runs/derived-variant-execution/nginx-customer-acme-prod/variant-create-receipt.yaml,derived ConfigHub variant creation is not the base-variant promotion lane,use the derived variant receipts and target-bound lane for this downstream variant,,,"No target was attached; this is a ConfigHub intended-state proof, not a live cluster deployment.",,runs/derived-variant-target-bound/nginx-customer-acme-prod/receipt.yaml,recipes/bitnami/nginx/24.0.2,recipes/bitnami/nginx/24.0.2/CATALOG.md,recipes/bitnami/nginx/24.0.2/variants/http-clusterip/variant.yaml,packages/bitnami/nginx/24.0.2/bases/http-clusterip,recipes/bitnami/nginx/24.0.2/revisions/http-clusterip/r001/variant-revision.yaml,recipes/bitnami/nginx/24.0.2/source-lock.yaml,https://charts.bitnami.com/bitnami,,https://github.com/confighub/helm-expt/tree/main/recipes/bitnami/nginx/24.0.2,https://github.com/confighub/helm-expt/blob/main/recipes/bitnami/nginx/24.0.2/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/bitnami/nginx/24.0.2/bases/http-clusterip,-,,derived-variant-target-bound,0,
derived,F4b,F4b target-bound derived variant,real,no,,,,,http-clusterip,NGINX-prod-us-east,pass,runs/derived-variant-target-bound/nginx-prod-us-east/receipt.yaml,,bitnami/nginx,24.0.2,prod-us-east,derived-variant,derived-target-variant,lookup;generated-facts;tpl;capabilities,,target-bound-derived-variant,keep the target-bound derived variant receipt fresh when the source base or target changes,,,,,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,yes,n/a,n/a,yes,n/a,n/a,yes,target-bound-derived,yes,helm-expt-derived-nginx-0605-cluster/oci,n/a,not-applicable-derived-variant,runs/derived-variant-execution/nginx-prod-us-east/variant-create-receipt.yaml,derived ConfigHub variant creation is not the base-variant promotion lane,use the derived variant receipts and target-bound lane for this downstream variant,,,"No target was attached; this is a ConfigHub intended-state proof, not a live cluster deployment.",,runs/derived-variant-target-bound/nginx-prod-us-east/receipt.yaml,recipes/bitnami/nginx/24.0.2,recipes/bitnami/nginx/24.0.2/CATALOG.md,recipes/bitnami/nginx/24.0.2/variants/http-clusterip/variant.yaml,packages/bitnami/nginx/24.0.2/bases/http-clusterip,recipes/bitnami/nginx/24.0.2/revisions/http-clusterip/r001/variant-revision.yaml,recipes/bitnami/nginx/24.0.2/source-lock.yaml,https://charts.bitnami.com/bitnami,,https://github.com/confighub/helm-expt/tree/main/recipes/bitnami/nginx/24.0.2,https://github.com/confighub/helm-expt/blob/main/recipes/bitnami/nginx/24.0.2/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/bitnami/nginx/24.0.2/bases/http-clusterip,-,,derived-variant-target-bound,0,
source,F1,F1 upstream chart source,real,no,,,,,,,,,,bitnami/nginx,24.0.4,(source),,source-chart,,,source-lock,choose or create an F2 base before rendering or deploying,,,,n/a,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,source-lock,n/a,,n/a,not-applicable-source,,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,,,,,recipes/bitnami/nginx/24.0.4,recipes/bitnami/nginx/24.0.4/CATALOG.md,,,,recipes/bitnami/nginx/24.0.4/source-lock.yaml,https://charts.bitnami.com/bitnami,,https://github.com/confighub/helm-expt/tree/main/recipes/bitnami/nginx/24.0.4,https://github.com/confighub/helm-expt/blob/main/recipes/bitnami/nginx/24.0.4/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/bitnami/nginx/24.0.4/bases/existing-tls-ingress,-,,,0,
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,bitnami/nginx,24.0.4,existing-tls-ingress,,,,,,,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/bitnami-nginx-24-0-4-existing-tls-ingress.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,attached,2 target prerequisites declared by this base.,,2,0,yes,yes,yes,n/a,watch,watch,todo,no,local-live,todo,,watch,proven-with-watch,runs/cl-nginx-24-0-4-existing-tls-ingress-confighub-proof/latest/variant-promotion-receipt.yaml,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,gitops-runtime-review,review-target-first,gitops-runtime: Argo health Progressing (parity passed),npm run live-parity:run -- --recipe recipes/bitnami/nginx/24.0.4 --base existing-tls-ingress --repo-url oci://registry-1.docker.io/bitnamicharts,recipes/bitnami/nginx/24.0.4/gitops-runtime-review.yaml,recipes/bitnami/nginx/24.0.4,recipes/bitnami/nginx/24.0.4/CATALOG.md,recipes/bitnami/nginx/24.0.4/variants/existing-tls-ingress/variant.yaml,packages/bitnami/nginx/24.0.4/bases/existing-tls-ingress,recipes/bitnami/nginx/24.0.4/revisions/existing-tls-ingress/r001/variant-revision.yaml,recipes/bitnami/nginx/24.0.4/source-lock.yaml,https://charts.bitnami.com/bitnami,,https://github.com/confighub/helm-expt/tree/main/recipes/bitnami/nginx/24.0.4,https://github.com/confighub/helm-expt/blob/main/recipes/bitnami/nginx/24.0.4/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/bitnami/nginx/24.0.4/bases/existing-tls-ingress,run,deferred:2; run:1,CCP-01:promotion-rerun-after-server-fix; CCP-03:verified-watch,2,Codex-live:1; product-decision:2
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,bitnami/nginx,24.0.4,http-clusterip,,,,,,,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/bitnami-nginx-24-0-4-http-clusterip.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",0,0,yes,yes,yes,n/a,yes,yes,todo,yes,live-parity,todo,,watch,proven-with-watch,runs/cl-nginx-24-0-4-http-clusterip-confighub-proof/latest/variant-promotion-receipt.yaml,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,,,,,,recipes/bitnami/nginx/24.0.4,recipes/bitnami/nginx/24.0.4/CATALOG.md,recipes/bitnami/nginx/24.0.4/variants/http-clusterip/variant.yaml,packages/bitnami/nginx/24.0.4/bases/http-clusterip,recipes/bitnami/nginx/24.0.4/revisions/http-clusterip/r001/variant-revision.yaml,recipes/bitnami/nginx/24.0.4/source-lock.yaml,https://charts.bitnami.com/bitnami,,https://github.com/confighub/helm-expt/tree/main/recipes/bitnami/nginx/24.0.4,https://github.com/confighub/helm-expt/blob/main/recipes/bitnami/nginx/24.0.4/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/bitnami/nginx/24.0.4/bases/http-clusterip,run,run:1,CCP-01:promotion-rerun-after-server-fix,0,Codex-live:1
source,F1,F1 upstream chart source,real,no,,,,,,,,,,bitnami/nginx,25.0.0,(source),,source-chart,,,source-lock,choose or create an F2 base before rendering or deploying,,,,n/a,n/a,,,,,,,,attached,,,n/a,,,n/a,,,,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,source-lock,n/a,,n/a,not-applicable-source,,"source rows are upstream chart inputs, not server-side promotion evidence",choose or create an F2 base before server-side variant promotion applies,,,,,,recipes/bitnami/nginx/25.0.0,recipes/bitnami/nginx/25.0.0/CATALOG.md,,,,recipes/bitnami/nginx/25.0.0/source-lock.yaml,https://charts.bitnami.com/bitnami,,https://github.com/confighub/helm-expt/tree/main/recipes/bitnami/nginx/25.0.0,https://github.com/confighub/helm-expt/blob/main/recipes/bitnami/nginx/25.0.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/bitnami/nginx/25.0.0/bases/existing-tls-ingress,-,,,0,
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,bitnami/nginx,25.0.0,existing-tls-ingress,,,,,,,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/bitnami-nginx-25-0-0-existing-tls-ingress.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,attached,2 target prerequisites declared by this base.,,2,0,yes,yes,yes,n/a,watch,watch,yes,no,two-cluster-kind-parity,todo,,watch,proven-with-watch,runs/cl-nginx-25-0-0-existing-tls-ingress-confighub-proof/latest/variant-promotion-receipt.yaml,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,gitops-runtime-review,review-target-first,gitops-runtime: Argo health Progressing (parity passed),npm run live-parity:run -- --recipe recipes/bitnami/nginx/25.0.0 --base existing-tls-ingress --repo-url oci://registry-1.docker.io/bitnamicharts,recipes/bitnami/nginx/25.0.0/gitops-runtime-review.yaml,recipes/bitnami/nginx/25.0.0,recipes/bitnami/nginx/25.0.0/CATALOG.md,recipes/bitnami/nginx/25.0.0/variants/existing-tls-ingress/variant.yaml,packages/bitnami/nginx/25.0.0/bases/existing-tls-ingress,recipes/bitnami/nginx/25.0.0/revisions/existing-tls-ingress/r001/variant-revision.yaml,recipes/bitnami/nginx/25.0.0/source-lock.yaml,https://charts.bitnami.com/bitnami,,https://github.com/confighub/helm-expt/tree/main/recipes/bitnami/nginx/25.0.0,https://github.com/confighub/helm-expt/blob/main/recipes/bitnami/nginx/25.0.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/bitnami/nginx/25.0.0/bases/existing-tls-ingress,run,deferred:2; run:1,CCP-01:promotion-rerun-after-server-fix; CCP-03:verified-watch,2,Codex-live:1; product-decision:2
base,F2b,F2b rendered standard fork,real,no,,,,,,,,,,bitnami/nginx,25.0.0,http-clusterip,,,,,,,,,,,n/a,,,,,,,,attached,,data/helm-render-intents/intents/bitnami-nginx-25-0-0-http-clusterip.yaml,no-route-required,The current catalog record has no source hook or separate lifecycle step for this base.,,actionable-gap,"This base has not recorded whether it needs a Secret, CRD, namespace, value, storage service, external API, or target topology.","Review the base and record its target prerequisites, or add an explicit empty targetFacts declaration when none are required.",0,0,yes,yes,yes,n/a,yes,yes,yes,yes,live-parity,todo,,watch,proven-with-watch,runs/cl-nginx-25-0-0-http-clusterip-confighub-proof/latest/variant-promotion-receipt.yaml,"server-side promotion mechanics passed, but changeset-bound promote failed and required the no-changeset fallback",ConfigHub v0.1.80 includes the changeset-bound add-new-units fix; rerun this promotion proof to replace the old fallback receipt with a full pass,,,,,,recipes/bitnami/nginx/25.0.0,recipes/bitnami/nginx/25.0.0/CATALOG.md,recipes/bitnami/nginx/25.0.0/variants/http-clusterip/variant.yaml,packages/bitnami/nginx/25.0.0/bases/http-clusterip,recipes/bitnami/nginx/25.0.0/revisions/http-clusterip/r001/variant-revision.yaml,recipes/bitnami/nginx/25.0.0/source-lock.yaml,https://charts.bitnami.com/bitnami,,https://github.com/confighub/helm-expt/tree/main/recipes/bitnami/nginx/25.0.0,https://github.com/confighub/helm-expt/blob/main/recipes/bitnami/nginx/25.0.0/CATALOG.md,https://github.com/confighub/helm-expt/tree/main/packages/bitnami/nginx/25.0.0/bases/http-clusterip,run,run:1,CCP-01:promotion-rerun-after-server-fix,0,Codex-live:1
